I0624 20:37:35.970782 16949 fragment_loader.cc:23] [worker1]: Begin loading rfile...
I0624 20:37:36.028973 16596 fragment_loader.cc:23] [worker2]: Begin loading rfile...
I0624 20:37:36.077271  7065 fragment_loader.cc:23] [worker3]: Begin loading rfile...
I0624 20:37:36.084792 25120 fragment_loader.cc:23] [worker8]: Begin loading rfile...
I0624 20:37:36.134640 17934 fragment_loader.cc:23] [worker7]: Begin loading rfile...
I0624 20:37:36.095073 17645 fragment_loader.cc:23] [worker6]: Begin loading rfile...
I0624 20:37:35.724373 30372 fragment_loader.cc:23] [worker5]: Begin loading rfile...
I0624 20:37:36.067687 23633 fragment_loader.cc:23] [worker4]: Begin loading rfile...
I0624 20:37:37.258740 30372 fragment_loader.cc:51] [worker5]: Finished loading rfile...
I0624 20:38:17.879988  7732 pagerankX.cc:154] TrainLog: fid-106;0.002155;25564;14921;40485;177512;15170;
I0624 20:38:17.897400 17660 pagerankX.cc:154] TrainLog: fid-61;0.002008;23506;19914;43420;165739;15399;
I0624 20:38:17.526069 30393 pagerankX.cc:154] TrainLog: fid-132;0.002054;22214;23403;45617;224337;15712;
I0624 20:38:17.887300 25128 pagerankX.cc:154] TrainLog: fid-23;0.001853;17491;22181;39672;108210;19166;
I0624 20:38:17.832178 16622 pagerankX.cc:154] TrainLog: fid-169;0.001317;28076;13738;41814;119640;17625;
I0624 20:38:17.880082  7730 pagerankX.cc:154] TrainLog: fid-90;0.002228;16882;22124;39006;122084;16673;
I0624 20:38:17.774034 16956 pagerankX.cc:154] TrainLog: fid-8;0.002538;28066;28152;56218;261977;28059;
I0624 20:38:17.887457 25127 pagerankX.cc:154] TrainLog: fid-15;0.00201;28062;18011;46073;147334;16162;
I0624 20:38:17.832293 16604 pagerankX.cc:154] TrainLog: fid-25;0.002477;28077;19981;48058;282176;17363;
I0624 20:38:17.869920 23648 pagerankX.cc:154] TrainLog: fid-83;0.002205;24661;18705;43366;145849;13813;
I0624 20:38:17.869935 23646 pagerankX.cc:154] TrainLog: fid-67;0.002225;28070;22337;50407;193338;13042;
I0624 20:38:17.774066 16962 pagerankX.cc:154] TrainLog: fid-56;0.002515;24463;32785;57248;202743;26217;
I0624 20:38:17.880237  7731 pagerankX.cc:154] TrainLog: fid-98;0.002403;27487;23957;51444;141123;23884;
I0624 20:38:17.869998 23650 pagerankX.cc:154] TrainLog: fid-99;0.002286;18872;24069;42941;163937;18663;
I0624 20:38:17.774094 16967 pagerankX.cc:154] TrainLog: fid-96;0.002574;28053;33078;61131;205776;32352;
I0624 20:38:17.880302  7722 pagerankX.cc:154] TrainLog: fid-26;0.002407;28037;23125;51162;185035;24896;
I0624 20:38:17.870034 23643 pagerankX.cc:154] TrainLog: fid-43;0.002333;9479;41312;50791;99204;23391;
I0624 20:38:17.870123 23644 pagerankX.cc:154] TrainLog: fid-51;0.00241;28073;22377;50450;176801;17962;
I0624 20:38:17.887800 25136 pagerankX.cc:154] TrainLog: fid-87;0.002272;22423;28319;50742;194312;26777;
I0624 20:38:17.832597 16624 pagerankX.cc:154] TrainLog: fid-185;0.002736;28039;24817;52856;221158;22072;
I0624 20:38:17.870296 23645 pagerankX.cc:154] TrainLog: fid-59;0.002582;28066;26579;54645;245854;21381;
I0624 20:38:17.526583 30392 pagerankX.cc:154] TrainLog: fid-124;0.002597;28073;28659;56732;232118;41003;
I0624 20:38:17.774408 16961 pagerankX.cc:154] TrainLog: fid-48;0.002853;28065;26737;54802;208281;20023;
I0624 20:38:17.897898 17666 pagerankX.cc:154] TrainLog: fid-109;0.002459;27965;28927;56892;260765;25324;
I0624 20:38:17.870344 23651 pagerankX.cc:154] TrainLog: fid-107;0.002619;23465;31059;54524;204669;26454;
I0624 20:38:17.887976 25133 pagerankX.cc:154] TrainLog: fid-63;0.002453;28063;27962;56025;247243;25988;
I0624 20:38:17.774449 16970 pagerankX.cc:154] TrainLog: fid-120;0.002891;20804;32798;53602;215744;29148;
I0624 20:38:17.880632  7726 pagerankX.cc:154] TrainLog: fid-58;0.002779;28074;21511;49585;242929;31413;
I0624 20:38:17.898000 17662 pagerankX.cc:154] TrainLog: fid-77;0.002558;28048;31977;60025;299527;26444;
I0624 20:38:17.870368 23642 pagerankX.cc:154] TrainLog: fid-35;0.002667;28000;29542;57542;217299;28051;
I0624 20:38:17.774528 16960 pagerankX.cc:154] TrainLog: fid-40;0.00298;28066;33030;61096;396132;46818;
I0624 20:38:17.898039 17676 pagerankX.cc:154] TrainLog: fid-189;0.001252;16696;15979;32675;96211;12044;
I0624 20:38:17.898047 17658 pagerankX.cc:154] TrainLog: fid-45;0.002625;28056;35534;63590;254021;26577;
I0624 20:38:17.888198 25129 pagerankX.cc:154] TrainLog: fid-31;0.002673;28077;34854;62931;267123;30984;
I0624 20:38:17.880882  7736 pagerankX.cc:154] TrainLog: fid-138;0.002982;28073;31588;59661;228416;29220;
I0624 20:38:17.888295 25139 pagerankX.cc:154] TrainLog: fid-111;0.002851;28078;33639;61717;305505;40051;
I0624 20:38:17.832970 16610 pagerankX.cc:154] TrainLog: fid-73;0.003108;28061;32260;60321;270826;30578;
I0624 20:38:17.526916 30383 pagerankX.cc:154] TrainLog: fid-52;0.002917;27949;28987;56936;205841;25975;
I0624 20:38:17.880903  7725 pagerankX.cc:154] TrainLog: fid-50;0.003051;23280;34912;58192;212902;37313;
I0624 20:38:17.833174 16621 pagerankX.cc:154] TrainLog: fid-161;0.002926;22218;43983;66201;235550;32243;
I0624 20:38:17.527153 30384 pagerankX.cc:154] TrainLog: fid-60;0.003155;28063;28876;56939;315402;46286;
I0624 20:38:17.774986 16965 pagerankX.cc:154] TrainLog: fid-80;0.00342;28075;34219;62294;441674;63815;
I0624 20:38:17.775007 16963 pagerankX.cc:154] TrainLog: fid-64;0.003442;27433;58598;86031;366121;50519;
I0624 20:38:17.880986  7723 pagerankX.cc:154] TrainLog: fid-34;0.003151;26150;32676;58826;192746;28948;
I0624 20:38:17.833209 16608 pagerankX.cc:154] TrainLog: fid-57;0.003348;28062;26280;54342;339961;81182;
I0624 20:38:17.775144 16968 pagerankX.cc:154] TrainLog: fid-104;0.00198;23245;26697;49942;199291;23200;
I0624 20:38:17.833288 16602 pagerankX.cc:154] TrainLog: fid-9;0.003508;28067;46571;74638;284830;43098;
I0624 20:38:17.898607 17674 pagerankX.cc:154] TrainLog: fid-173;0.002313;14470;41554;56024;201898;31321;
I0624 20:38:17.833382 16617 pagerankX.cc:154] TrainLog: fid-129;0.003498;22412;48463;70875;302710;37815;
I0624 20:38:17.527340 30385 pagerankX.cc:154] TrainLog: fid-68;0.003331;28072;42664;70736;317607;50426;
I0624 20:38:17.888664 25146 pagerankX.cc:154] TrainLog: fid-167;0.002387;25007;30521;55528;186226;32499;
I0624 20:38:17.898686 17668 pagerankX.cc:154] TrainLog: fid-125;0.002266;28074;27727;55801;230758;26137;
I0624 20:38:17.833487 16607 pagerankX.cc:154] TrainLog: fid-49;0.00366;27750;39340;67090;410355;36220;
I0624 20:38:17.881333  7733 pagerankX.cc:154] TrainLog: fid-114;0.003435;21866;52142;74008;297677;38861;
I0624 20:38:17.527492 30386 pagerankX.cc:154] TrainLog: fid-76;0.003482;26904;48951;75855;335011;46840;
I0624 20:38:17.833608 16619 pagerankX.cc:154] TrainLog: fid-145;0.003786;28070;52604;80674;350227;53784;
I0624 20:38:17.527606 30395 pagerankX.cc:154] TrainLog: fid-148;0.003613;28038;41984;70022;234177;35802;
I0624 20:38:17.898943 17669 pagerankX.cc:154] TrainLog: fid-133;0.001901;28075;21592;49667;228602;18208;
I0624 20:38:17.527660 30380 pagerankX.cc:154] TrainLog: fid-28;0.003676;28075;55867;83942;339102;58602;
I0624 20:38:17.527679 30377 pagerankX.cc:154] TrainLog: fid-4;0.00374;28074;56524;84598;328044;52960;
I0624 20:38:17.899093 17671 pagerankX.cc:154] TrainLog: fid-149;0.002172;15947;34120;50067;163547;30207;
I0624 20:38:17.871471 23657 pagerankX.cc:154] TrainLog: fid-147;0.001439;26333;12243;38576;124385;11055;
I0624 20:38:17.889060 25130 pagerankX.cc:154] TrainLog: fid-39;0.003612;28076;44536;72612;343668;48244;
I0624 20:38:17.881788  7739 pagerankX.cc:154] TrainLog: fid-162;0.00207;7926;39048;46974;89837;20615;
I0624 20:38:17.871605 23640 pagerankX.cc:154] TrainLog: fid-19;0.002222;11623;38343;49966;130268;20694;
I0624 20:38:17.527895 30389 pagerankX.cc:154] TrainLog: fid-100;0.003884;28069;50730;78799;363038;61987;
I0624 20:38:17.881834  7729 pagerankX.cc:154] TrainLog: fid-82;0.003982;26049;51731;77780;268664;42306;
I0624 20:38:17.871752 23655 pagerankX.cc:154] TrainLog: fid-139;0.003082;27221;38307;65528;255811;36672;
I0624 20:38:17.871806 23662 pagerankX.cc:154] TrainLog: fid-187;0.00174;16350;21051;37401;121935;10539;
I0624 20:38:17.775949 16971 pagerankX.cc:154] TrainLog: fid-128;0.00225;16290;40444;56734;146598;30783;
I0624 20:38:17.899464 17657 pagerankX.cc:154] TrainLog: fid-37;0.004042;28075;57369;85444;433862;55256;
I0624 20:38:17.899482 17670 pagerankX.cc:154] TrainLog: fid-141;0.00343;27185;48260;75445;340904;46213;
I0624 20:38:17.871984 23639 pagerankX.cc:154] TrainLog: fid-11;0.004278;28024;58029;86053;405711;50612;
I0624 20:38:17.889521 25143 pagerankX.cc:154] TrainLog: fid-143;0.002635;16325;33087;49412;288826;24827;
I0624 20:38:17.899614 17673 pagerankX.cc:154] TrainLog: fid-165;0.002671;28066;19479;47545;425480;27826;
I0624 20:38:17.872061 23638 pagerankX.cc:154] TrainLog: fid-3;0.004358;27877;63913;91790;376961;50840;
I0624 20:38:17.834378 16614 pagerankX.cc:154] TrainLog: fid-105;0.002738;28068;31885;59953;243356;24489;
I0624 20:38:17.889567 25134 pagerankX.cc:154] TrainLog: fid-71;0.002082;28069;19512;47581;216664;14341;
I0624 20:38:17.776244 16977 pagerankX.cc:154] TrainLog: fid-176;0.002183;28073;27157;55230;235355;23934;
I0624 20:38:17.899832 17654 pagerankX.cc:154] TrainLog: fid-21;0.004386;25465;78047;103512;405040;65040;
I0624 20:38:17.889828 25137 pagerankX.cc:154] TrainLog: fid-95;0.004308;28054;70737;98791;372638;85409;
I0624 20:38:17.889832 25149 pagerankX.cc:154] TrainLog: fid-191;0.002898;24336;36605;60941;193902;32722;
I0624 20:38:17.776453 16973 pagerankX.cc:154] TrainLog: fid-144;0.003175;27965;34975;62940;284166;43689;
I0624 20:38:17.882581  7734 pagerankX.cc:154] TrainLog: fid-122;0.004687;28075;60168;88243;565068;73469;
I0624 20:38:17.889850 25141 pagerankX.cc:154] TrainLog: fid-127;0.004382;28078;22936;51014;193746;18041;
I0624 20:38:17.889914 25145 pagerankX.cc:154] TrainLog: fid-159;0.003031;19521;42957;62478;227148;34782;
I0624 20:38:17.890033 25148 pagerankX.cc:154] TrainLog: fid-183;0.002196;14096;40230;54326;147425;20445;
I0624 20:38:17.882714  7720 pagerankX.cc:154] TrainLog: fid-10;0.002436;24481;28261;52742;240672;23649;
I0624 20:38:17.872572 23652 pagerankX.cc:154] TrainLog: fid-115;0.002962;28076;37307;65383;247878;34034;
I0624 20:38:17.872581 23659 pagerankX.cc:154] TrainLog: fid-163;0.003375;28057;53163;81220;292381;35830;
I0624 20:38:17.882834  7742 pagerankX.cc:154] TrainLog: fid-186;0.002712;28030;25969;53999;249700;25703;
I0624 20:38:17.834946 16601 pagerankX.cc:154] TrainLog: fid-1;0.005169;26838;32376;59214;399901;29089;
I0624 20:38:17.528970 30381 pagerankX.cc:154] TrainLog: fid-36;0.004963;28075;61817;89892;395353;73057;
I0624 20:38:17.528987 30379 pagerankX.cc:154] TrainLog: fid-20;0.004991;28050;61599;89649;414279;60838;
I0624 20:38:17.835055 16611 pagerankX.cc:154] TrainLog: fid-81;0.002719;28073;27233;55306;245605;23348;
I0624 20:38:17.872797 23641 pagerankX.cc:154] TrainLog: fid-27;0.005094;28071;78385;106456;454422;73289;
I0624 20:38:17.529103 30387 pagerankX.cc:154] TrainLog: fid-84;0.003387;28077;41678;69755;258776;34256;
I0624 20:38:17.776986 16975 pagerankX.cc:154] TrainLog: fid-160;0.003828;28070;46278;74348;347985;52961;
I0624 20:38:17.529278 30378 pagerankX.cc:154] TrainLog: fid-12;0.003397;28047;39007;67054;295246;41687;
I0624 20:38:17.873069 23660 pagerankX.cc:154] TrainLog: fid-171;0.003053;28066;37345;65411;305792;29084;
I0624 20:38:17.883247  7741 pagerankX.cc:154] TrainLog: fid-178;0.002329;28065;23865;51930;286317;21107;
I0624 20:38:17.900662 17667 pagerankX.cc:154] TrainLog: fid-117;0.005216;28074;66901;94975;567385;91092;
I0624 20:38:17.529431 30382 pagerankX.cc:154] TrainLog: fid-44;0.005436;28065;69268;97333;393961;82567;
I0624 20:38:17.835616 16623 pagerankX.cc:154] TrainLog: fid-177;0.00379;28065;46740;74805;454642;48799;
I0624 20:38:17.890872 25144 pagerankX.cc:154] TrainLog: fid-151;0.00353;28073;39704;67777;308146;36935;
I0624 20:38:17.777519 16976 pagerankX.cc:154] TrainLog: fid-168;0.003417;28077;49077;77154;353850;56212;
I0624 20:38:17.835672 16613 pagerankX.cc:154] TrainLog: fid-97;0.004622;27934;49005;76939;547706;41308;
I0624 20:38:17.529652 30396 pagerankX.cc:154] TrainLog: fid-156;0.001978;28006;18957;46963;171348;15726;
I0624 20:38:17.883671  7738 pagerankX.cc:154] TrainLog: fid-154;0.003327;28050;48213;76263;333487;50970;
I0624 20:38:17.883900  7728 pagerankX.cc:154] TrainLog: fid-74;0.006083;28069;72323;100392;664863;86832;
I0624 20:38:17.901255 17672 pagerankX.cc:154] TrainLog: fid-157;0.004356;28073;67024;95097;544618;93341;
I0624 20:38:17.777796 16974 pagerankX.cc:154] TrainLog: fid-152;0.00625;28071;45605;73676;304625;45558;
I0624 20:38:17.891259 25132 pagerankX.cc:154] TrainLog: fid-55;0.005789;28076;59780;87856;676992;86471;
I0624 20:38:17.836109 16603 pagerankX.cc:154] TrainLog: fid-17;0.006229;28050;106770;134820;669749;117077;
I0624 20:38:17.901329 17675 pagerankX.cc:154] TrainLog: fid-181;0.003391;28066;40841;68907;374704;50303;
I0624 20:38:17.777987 16969 pagerankX.cc:154] TrainLog: fid-112;0.006426;28078;92681;120759;468111;100717;
I0624 20:38:17.778179 16955 pagerankX.cc:154] TrainLog: fid-0;0.004043;28073;68326;96399;360628;62960;
I0624 20:38:17.530364 30400 pagerankX.cc:154] TrainLog: fid-188;0.0027;28077;23941;52018;177548;25067;
I0624 20:38:17.530613 30391 pagerankX.cc:154] TrainLog: fid-116;0.0066;28069;84288;112357;877584;114603;
I0624 20:38:17.530717 30398 pagerankX.cc:154] TrainLog: fid-172;0.00303;25538;34646;60184;235924;30703;
I0624 20:38:17.530908 30399 pagerankX.cc:154] TrainLog: fid-180;0.003223;28077;30104;58181;283971;26916;
I0624 20:38:17.530952 30394 pagerankX.cc:154] TrainLog: fid-140;0.00484;24704;97357;122061;357895;73026;
I0624 20:38:17.778848 16972 pagerankX.cc:154] TrainLog: fid-136;0.005043;27400;47677;75077;321305;44811;
I0624 20:38:17.884928  7721 pagerankX.cc:154] TrainLog: fid-18;0.004899;28065;59860;87925;455061;82233;
I0624 20:38:17.884935  7724 pagerankX.cc:154] TrainLog: fid-42;0.007039;28076;125198;153274;640751;161562;
I0624 20:38:17.942417 17954 pagerankX.cc:154] TrainLog: fid-118;0.001255;21284;10715;31999;96768;7880;
I0624 20:38:17.942634 17950 pagerankX.cc:154] TrainLog: fid-86;0.001401;24288;13735;38023;134072;9467;
I0624 20:38:17.942643 17963 pagerankX.cc:154] TrainLog: fid-190;0.001467;28076;12705;40781;129749;12437;
I0624 20:38:17.942646 17958 pagerankX.cc:154] TrainLog: fid-150;0.001417;27796;14610;42406;127284;17787;
I0624 20:38:17.531414 30397 pagerankX.cc:154] TrainLog: fid-164;0.003761;28036;54075;82111;371754;59623;
I0624 20:38:17.892731 25135 pagerankX.cc:154] TrainLog: fid-79;0.007266;28066;79424;107490;567455;86511;
I0624 20:38:17.892741 25142 pagerankX.cc:154] TrainLog: fid-135;0.004723;28022;81579;109601;562057;78194;
I0624 20:38:17.779342 16978 pagerankX.cc:154] TrainLog: fid-184;0.005405;28069;68765;96834;468907;73144;
I0624 20:38:17.943167 17942 pagerankX.cc:154] TrainLog: fid-22;0.002002;27900;13648;41548;201288;9955;
I0624 20:38:17.837879 16612 pagerankX.cc:154] TrainLog: fid-89;0.004559;28068;72197;100265;363646;77246;
I0624 20:38:17.893432 25147 pagerankX.cc:154] TrainLog: fid-175;0.004455;28063;27920;55983;177448;25236;
I0624 20:38:17.943573 17948 pagerankX.cc:154] TrainLog: fid-70;0.002428;24454;21779;46233;193885;15541;
I0624 20:38:17.886332  7719 pagerankX.cc:154] TrainLog: fid-2;0.008496;28060;108036;136096;671371;140976;
I0624 20:38:17.886548  7740 pagerankX.cc:154] TrainLog: fid-170;0.005875;28079;70652;98731;645818;79613;
I0624 20:38:17.943991 17947 pagerankX.cc:154] TrainLog: fid-62;0.002831;16719;36638;53357;226167;34067;
I0624 20:38:17.944049 17953 pagerankX.cc:154] TrainLog: fid-110;0.002897;28055;34651;62706;239115;28227;
I0624 20:38:17.944325 17955 pagerankX.cc:154] TrainLog: fid-126;0.0031;26111;30885;56996;349911;18492;
I0624 20:38:17.944339 17941 pagerankX.cc:154] TrainLog: fid-14;0.003176;28078;30744;58822;299107;28859;
I0624 20:38:17.876726 23658 pagerankX.cc:154] TrainLog: fid-155;0.006757;28060;102728;130788;835935;168571;
I0624 20:38:17.944679 17943 pagerankX.cc:154] TrainLog: fid-30;0.003522;28066;47344;75410;397310;39649;
I0624 20:38:17.945183 17952 pagerankX.cc:154] TrainLog: fid-102;0.003956;28075;58343;86418;369814;54820;
I0624 20:38:17.945370 17962 pagerankX.cc:154] TrainLog: fid-182;0.002687;28076;37520;65596;268430;23784;
I0624 20:38:17.946060 17961 pagerankX.cc:154] TrainLog: fid-174;0.003387;28057;47294;75351;347369;46536;
I0624 20:38:17.946120 17946 pagerankX.cc:154] TrainLog: fid-54;0.003662;28079;45682;73761;332155;45068;
I0624 20:38:17.946195 17957 pagerankX.cc:154] TrainLog: fid-142;0.002983;28052;30799;58851;264922;20128;
I0624 20:38:17.946390 17940 pagerankX.cc:154] TrainLog: fid-6;0.00524;28072;57077;85149;642655;63700;
I0624 20:38:17.889087  7735 pagerankX.cc:154] TrainLog: fid-130;0.008138;28050;140793;168843;572161;109385;
I0624 20:38:17.946889 17949 pagerankX.cc:154] TrainLog: fid-78;0.005744;28065;95809;123874;588832;97794;
I0624 20:38:17.947166 17951 pagerankX.cc:154] TrainLog: fid-94;0.003137;25657;43013;68670;308732;36974;
I0624 20:38:17.947585 17944 pagerankX.cc:154] TrainLog: fid-38;0.006416;28075;68470;96545;725007;87171;
I0624 20:38:17.947860 17956 pagerankX.cc:154] TrainLog: fid-134;0.004233;28066;46769;74835;360219;60823;
I0624 20:38:17.947892 17945 pagerankX.cc:154] TrainLog: fid-46;0.006726;28071;92111;120182;491463;92534;
I0624 20:38:17.949666 17959 pagerankX.cc:154] TrainLog: fid-158;0.005585;28063;84742;112805;608259;119509;
I0624 20:38:17.949952 17960 pagerankX.cc:154] TrainLog: fid-166;0.005592;28074;97926;126000;669708;95868;
I0624 20:38:17.847999 16616 pagerankX.cc:154] TrainLog: fid-121;0.000348;7561;4035;11596;17144;3855;
I0624 20:38:17.848687 16620 pagerankX.cc:154] TrainLog: fid-153;0.001038;7179;17404;24583;53203;10089;
I0624 20:38:17.848826 16606 pagerankX.cc:154] TrainLog: fid-41;0.001188;22848;9647;32495;106968;7226;
I0624 20:38:17.790601 16959 pagerankX.cc:154] TrainLog: fid-32;0.001475;9148;22659;31807;65556;11514;
I0624 20:38:17.896776  7737 pagerankX.cc:154] TrainLog: fid-146;0.000813;27677;5233;32910;114785;3111;
I0624 20:38:17.790714 16957 pagerankX.cc:154] TrainLog: fid-16;0.001603;28064;13168;41232;130536;11382;
I0624 20:38:17.790715 16966 pagerankX.cc:154] TrainLog: fid-88;0.001572;28060;19652;47712;156910;13164;
I0624 20:38:17.886786 23661 pagerankX.cc:154] TrainLog: fid-179;0.000794;28028;6008;34036;79154;5813;
I0624 20:38:17.886814 23647 pagerankX.cc:154] TrainLog: fid-75;0.000812;14856;8764;23620;32646;7911;
I0624 20:38:17.914479 17655 pagerankX.cc:154] TrainLog: fid-29;0.000708;8868;9307;18175;28860;7342;
I0624 20:38:17.914615 17652 pagerankX.cc:154] TrainLog: fid-5;0.000905;28016;9529;37545;76192;17324;
I0624 20:38:17.791187 16964 pagerankX.cc:154] TrainLog: fid-72;0.002046;22083;23253;45336;167491;25603;
I0624 20:38:17.791455 16958 pagerankX.cc:154] TrainLog: fid-24;0.002328;16530;26690;43220;147449;20404;
I0624 20:38:17.914996 17664 pagerankX.cc:154] TrainLog: fid-93;0.001247;28063;14593;42656;119536;10990;
I0624 20:38:17.915122 17665 pagerankX.cc:154] TrainLog: fid-101;0.001369;28074;10985;39059;128875;11714;
I0624 20:38:17.887526 23649 pagerankX.cc:154] TrainLog: fid-91;0.001478;28077;12201;40278;117324;13459;
I0624 20:38:17.791640 16962 pagerankX.cc:154] TrainLog: fid-56;0.002496;24463;32785;57248;202743;26217;
I0624 20:38:17.791661 16956 pagerankX.cc:154] TrainLog: fid-8;0.002534;28066;28152;56218;261977;28059;
I0624 20:38:17.849890 16605 pagerankX.cc:154] TrainLog: fid-33;0.002261;21245;25920;47165;168185;20748;
I0624 20:38:17.849903 16615 pagerankX.cc:154] TrainLog: fid-113;0.002266;28076;16520;44596;158538;14185;
I0624 20:38:17.915257 17661 pagerankX.cc:154] TrainLog: fid-69;0.001538;28072;14759;42831;140941;12579;
I0624 20:38:17.887639 23654 pagerankX.cc:154] TrainLog: fid-131;0.001651;24973;11439;36412;100914;10159;
I0624 20:38:17.791704 16967 pagerankX.cc:154] TrainLog: fid-96;0.002579;28053;33078;61131;205776;32352;
I0624 20:38:17.849906 16609 pagerankX.cc:154] TrainLog: fid-65;0.002259;27985;20022;48007;159542;19166;
I0624 20:38:17.897842  7727 pagerankX.cc:154] TrainLog: fid-66;0.001816;22346;18633;40979;133061;13730;
I0624 20:38:17.915279 17653 pagerankX.cc:154] TrainLog: fid-13;0.001509;23103;13720;36823;109550;10854;
I0624 20:38:17.887831 23653 pagerankX.cc:154] TrainLog: fid-123;0.001804;28074;15051;43125;145848;14428;
I0624 20:38:17.544044 30388 pagerankX.cc:154] TrainLog: fid-92;0.001694;27072;15957;43029;134940;11010;
I0624 20:38:17.791914 16961 pagerankX.cc:154] TrainLog: fid-48;0.002788;28065;26737;54802;208281;20023;
I0624 20:38:17.898098  7732 pagerankX.cc:154] TrainLog: fid-106;0.002139;25564;14921;40485;177512;15170;
I0624 20:38:17.915396 17663 pagerankX.cc:154] TrainLog: fid-85;0.00162;12262;23554;35816;91716;18952;
I0624 20:38:17.544245 30390 pagerankX.cc:154] TrainLog: fid-108;0.001906;28065;14880;42945;174779;12098;
I0624 20:38:17.791983 16970 pagerankX.cc:154] TrainLog: fid-120;0.002842;20804;32798;53602;215744;29148;
I0624 20:38:17.898152  7730 pagerankX.cc:154] TrainLog: fid-90;0.002171;16882;22124;39006;122084;16673;
I0624 20:38:17.915546 17659 pagerankX.cc:154] TrainLog: fid-53;0.001769;28060;16664;44724;147582;16619;
I0624 20:38:17.905531 25138 pagerankX.cc:154] TrainLog: fid-103;0.000721;12953;6185;19138;80562;3510;
I0624 20:38:17.544303 30396 pagerankX.cc:154] TrainLog: fid-156;0.001957;28006;18957;46963;171348;15726;
I0624 20:38:17.792148 16960 pagerankX.cc:154] TrainLog: fid-40;0.003005;28066;33030;61096;396132;46818;
I0624 20:38:17.915592 17660 pagerankX.cc:154] TrainLog: fid-61;0.001893;23506;19914;43420;165739;15400;
I0624 20:38:17.898339  7722 pagerankX.cc:154] TrainLog: fid-26;0.002382;28037;23125;51162;185035;24896;
I0624 20:38:17.888156 23646 pagerankX.cc:154] TrainLog: fid-67;0.00219;28070;22337;50407;193338;13042;
I0624 20:38:17.850520 16622 pagerankX.cc:154] TrainLog: fid-169;0.001368;28076;13738;41814;119640;17625;
I0624 20:38:17.544520 30393 pagerankX.cc:154] TrainLog: fid-132;0.002161;22214;23403;45617;224337;15712;
I0624 20:38:17.898339  7731 pagerankX.cc:154] TrainLog: fid-98;0.002376;27487;23957;51444;141123;23884;
